,views,likes,comments,duration_log,bitrate_log,height_log,width_log,frame rate_log,views_log,likes_log,comments_log,likes_log_win,comments_log_win,duration_log_scaled,duration_log_minmax,duration_log_zscore,height_log_scaled,height_log_minmax,height_log_zscore,width_log_scaled,width_log_minmax,width_log_zscore,frame rate_log_scaled,frame rate_log_minmax,frame rate_log_zscore,views_log_scaled,views_log_minmax,views_log_zscore,likes_log_scaled,likes_log_minmax,likes_log_zscore,comments_log_scaled,comments_log_minmax,comments_log_zscore,likes_log_win_scaled,likes_log_win_minmax,likes_log_win_zscore,comments_log_win_scaled,comments_log_win_minmax,comments_log_win_zscore,has_description,has_hashtags,is_h264,cat_Comedy,cat_Education,cat_Entertainment,cat_Film & Animation,cat_Gaming,cat_Howto & Style,cat_Music,cat_News & Politics,cat_Nonprofits & Activis,cat_People & Blogs,cat_Pets & Animals,cat_Science & Technology,cat_Shows,cat_Sports,cat_Travel & Events,aspect_ratio,log_aspect_ratio,video_quality_score,file_size_estimate,frame_density,is_hd,is_full_hd,is_4k,is_short,is_medium,is_long,content_score
13,32,0,0,6.4692503167957724,8.720134035412928,7.560601162768557,6.985641817639208,3.4330189939851112,3.49650756146648,0.0,0.0,0.0,0.0,0.6367428055818344,0.6101454697342142,1.3811012643699705,0.9618386970928408,0.9053491559533858,1.8324181324789257,0.9224383863718397,0.8095645576658779,1.7424533331012393,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.1763009635020076,0.1763009635020076,-0.7483894129810508,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5625,-0.5749593451293489,16.280735198181485,15.1893843522087,9.902269310780884,1,1,0,0,0,1,2
14,139455,93,36,5.0369526024136295,5.556828061699537,5.771441123130016,5.484796933490655,3.4330189939851112,11.845504418304293,4.543294782270004,3.610917912644224,4.023594781085251,1.732867951399863,0.4957673879640706,0.4588479701694049,0.21228815327897846,0.7342267222817858,0.3408069655728426,-1.1705473335896999,0.724255174396581,0.32296937391118097,-1.2075259137851115,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.5972742244659824,0.5972742244659824,2.6259031308185206,0.3331457753863298,0.3331457753863298,2.1863900117640367,0.3715217368959209,0.3715217368959209,3.0047387468666518,1.0,1.0,2.446944767221639,1.0,1.0,2.3275805181505755,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,-0.286644189639361,11.328269184829553,10.593780664113167,8.469971596398741,0,0,0,0,1,0,2
15,3,1,0,5.170483995038151,5.220355825078324,5.771441123130016,5.484796933490655,3.218875824868201,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,0.0,0.5089103565321969,0.4729532540183091,0.3212551933535388,0.7342267222817858,0.3408069655728426,-1.1705473335896999,0.724255174396581,0.32296937391118097,-1.2075259137851115,0.7859203299011308,0.6544669986294146,-0.19872904085150606,0.06989975776295196,0.06989975776295196,-1.6012435689776803,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.75,-0.286644189639361,10.99179694820834,10.390839820116476,8.389359819906353,0,0,0,0,1,0,0
16,22,0,0,5.293304824724492,6.320768294250582,6.46302945692067,6.175867270105761,3.258096538021482,3.1354942159291497,0.0,0.0,0.0,0.0,0.5209991266135352,0.48592715200015063,0.4214819790357283,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.15809794247704517,0.15809794247704517,-0.8942949224628368,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.75,-0.2871621868149088,12.783797751171253,11.614073118975075,8.551401362745974,0,0,0,0,1,0,1
17,90,0,0,4.110873864173311,7.921898411023797,7.155396301896734,6.580639137284949,3.4330189939851112,4.51085950651685,0.0,0.0,0.0,0.0,0.40461710854979505,0.36102375660753716,-0.5434297120007358,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.22744663446046298,0.22744663446046298,-0.33843355077841325,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5625,-0.5747571646117846,15.07729471292053,12.032772275197107,7.543892858158422,1,1,0,0,1,0,1
18,46,1,0,4.976733742420574,6.754604099487962,6.343880434126331,5.771441123130016,3.218875824868201,3.8501476017100584,0.6931471805599453,0.0,0.6931471805599453,0.0,0.48984028296994675,0.4524868883551238,0.16314711759339265,0.8070508627436273,0.5214314683172013,-0.2097526342573026,0.7621058988763474,0.4159034829606378,-0.6441136520600192,0.7859203299011308,0.6544669986294146,-0.19872904085150606,0.19413220760253017,0.19413220760253017,-0.6054638649847559,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5633802816901409,-0.5724393109963151,13.098484533614293,11.731337841908537,8.195609567288775,0,0,0,0,1,0,1
19,40,2,0,5.58724865840025,7.156176637480615,6.46302945692067,6.175867270105761,3.258096538021482,3.713572066704308,1.0986122886681098,0.0,1.0986122886681098,0.0,0.5499308593758695,0.5169772378873719,0.6613520865383299,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.18724579366261088,0.18724579366261088,-0.660661611173618,0.08055784629814867,0.08055784629814867,-0.003933556804560776,0.0,0.0,-0.44929659337524885,0.27304247779439417,0.27304247779439417,0.08023235340810513,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.75,-0.2871621868149088,13.619206094401285,12.743425295880865,8.845345196421732,0,0,0,0,1,0,1
20,242,0,0,4.02535169073515,6.690842277418564,6.46302945692067,6.175867270105761,3.258096538021482,5.493061443340548,0.0,0.0,0.0,0.0,0.3961994981640768,0.3519898170371431,-0.6132192792113775,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.27697123715942845,0.27697123715942845,0.05852871052790761,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,-0.2871621868149088,13.153871734339234,10.716193968153714,7.283448228756631,0,0,0,1,0,0,2
21,41,0,0,6.028278520230698,6.643789733147672,6.46302945692067,6.175867270105761,3.4330189939851112,3.737669618283368,0.0,0.0,0.0,0.0,0.5933396900464347,0.5635644206066744,1.0212503672616517,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.18846084081659037,0.18846084081659037,-0.650922454480745,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.75,-0.2871621868149088,13.106819190068343,12.67206825337837,9.46129751421581,0,0,0,0,1,0,2
22,119,1,0,5.187385805840755,7.475339236566737,7.560601162768557,6.985641817639208,3.4339872044851463,4.787491742782046,0.6931471805599453,0.0,0.6931471805599453,0.0,0.5105739351391216,0.4747386382208208,0.3350477574754359,0.9618386970928408,0.9053491559533858,1.8324181324789257,0.9224383863718397,0.8095645576658779,1.7424533331012393,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.2413949897641232,0.2413949897641232,-0.22663112610271485,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5625,-0.5749593451293489,15.035940399335294,12.66272504240749,8.6213730103259,1,1,0,0,1,0,1
23,3,0,0,5.799092654460526,6.778784897685177,7.155396301896734,6.580639137284949,3.431403223719222,1.3862943611198906,0.0,0.0,0.0,0.0,0.5707818287759682,0.5393548948366909,0.8342253918678508,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8378109937557585,0.7382205695150621,0.519087422866762,0.06989975776295196,0.06989975776295196,-1.6012435689776803,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5625,-0.5747571646117846,13.93418119958191,12.577877552145702,9.230495878179747,1,1,0,0,1,0,1
24,132,0,0,6.320768294250582,5.834810737062605,6.75110146893676,6.175867270105761,3.431403223719222,4.890349128221754,0.0,0.0,0.0,0.0,0.6221283054490404,0.5944609102213173,1.259933903024993,0.8588563926371569,0.6499238613215498,0.4737360853093948,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8378109937557585,0.7382205695150621,0.519087422866762,0.24658126659537144,0.24658126659537144,-0.1850607536717234,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5620608899297423,-0.5752341988309988,12.585912205999364,12.155579031313188,9.752171517969805,1,0,0,0,1,0,2
25,501,5,4,4.110873864173311,6.282266746896006,6.175867270105761,5.8888779583328805,2.772588722239781,6.218600119691729,1.791759469228055,1.6094379124341005,1.791759469228055,1.6094379124341005,0.40461710854979505,0.36102375660753716,-0.5434297120007358,0.7856766943016016,0.4684174743046253,-0.4917496150867118,0.7776131704475308,0.4539781694313363,-0.41328618259437844,0.676954925203449,0.4785925528524669,-1.7060745950892788,0.31355436059046604,0.31355436059046604,0.3517591174653524,0.13138418841128693,0.13138418841128693,0.4368085460996215,0.1655925676293755,0.1655925676293755,1.0902165060520694,0.4453131010237513,0.4453131010237513,0.6410835862219524,0.9287712379549451,0.9287712379549451,2.1221294503130492,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.75,-0.28698931177288056,12.458134017001768,10.393140611069317,6.883462586413092,0,0,0,0,1,0,2
26,18,2,0,4.2626798770413155,6.990256500493881,7.155396301896734,6.580639137284949,3.4330189939851112,2.9444389791664403,1.0986122886681098,0.0,1.0986122886681098,0.0,0.4195587759462178,0.3770594382505397,-0.41954983954062286,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.14846455209214274,0.14846455209214274,-0.9715109367836811,0.08055784629814867,0.08055784629814867,-0.003933556804560776,0.0,0.0,-0.44929659337524885,0.27304247779439417,0.27304247779439417,0.08023235340810513,0.0,0.0,-0.5568030080936498,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5625,-0.5747571646117846,14.145652802390615,11.252936377535196,7.695698871026426,1,1,0,0,1,0,2
27,652,5,0,5.720311776607412,6.945051063725834,7.155396301896734,6.580639137284949,3.4330189939851112,6.481577129276431,1.791759469228055,0.0,1.791759469228055,0.0,0.563027737539128,0.5310330566371245,0.7699369956682531,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.3268141918230959,0.3268141918230959,0.458042707919171,0.13138418841128693,0.13138418841128693,0.4368085460996215,0.0,0.0,-0.44929659337524885,0.4453131010237513,0.4453131010237513,0.6410835862219524,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5625,-0.5747571646117846,14.100447365622568,12.665362840333245,9.153330770592524,1,1,0,0,1,0,2
28,3,0,0,4.2626798770413155,6.304448802421981,6.46302945692067,5.8888779583328805,3.4339872044851463,1.3862943611198906,0.0,0.0,0.0,0.0,0.4195587759462178,0.3770594382505397,-0.41954983954062286,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.7776131704475308,0.4539781694313363,-0.41328618259437844,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.06989975776295196,0.06989975776295196,-1.6012435689776803,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5625,-0.5741514985877894,12.767478259342651,10.567128679463297,7.696667081526462,0,0,0,0,1,0,2
29,79054,95,30,6.2285110035911835,7.652070746116482,7.155396301896734,6.580639137284949,3.258096538021482,11.277899091744246,4.564348191467836,3.4339872044851463,4.023594781085251,1.732867951399863,0.6130477840264374,0.5847155219174534,1.1846482065991255,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.5686544190738163,0.5686544190738163,2.396502347218526,0.33468955686384005,0.33468955686384005,2.199776957716351,0.35331761107646964,0.35331761107646964,2.8354950992568497,1.0,1.0,2.446944767221639,1.0,1.0,2.3275805181505755,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5625,-0.5747571646117846,14.807467048013216,13.880581749707666,9.486607541612665,1,1,0,0,1,0,2
30,1307,0,0,1.9459101490553132,5.802118375377063,5.262690188904886,4.976733742420574,2.862200880929469,7.176254532017144,0.0,0.0,0.0,0.0,0.1915282647979752,0.1323327565055146,-2.3101280386525707,0.6695048403592803,0.18027835974525716,-2.0244460639776567,0.6571665657361394,0.15824808630257178,-2.206147347347758,0.6988346189699632,0.513907238514685,-1.4034073474565012,0.3618412275932955,0.3618412275932955,0.7388003630731877,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,-0.2859564464843114,11.064808564281948,7.748028524432376,4.808111029984782,0,0,0,1,0,0,2
31,147,2,1,6.376726947898627,6.298949246855942,6.46302945692067,5.877735781779639,3.258096538021482,4.997212273764115,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6276360951272246,0.6003719748630804,1.3055984372947056,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.7761418709408069,0.4503657178684769,-0.43518664009292535,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.25196952193038114,0.25196952193038114,-0.14187143148204778,0.08055784629814867,0.08055784629814867,-0.003933556804560776,0.071316837069155,0.071316837069155,0.2137356093950099,0.27304247779439417,0.27304247779439417,0.08023235340810513,0.4,0.4,0.5969504024040405,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.55625,-0.5852936751410311,12.761978703776613,12.675676194754569,9.634823485920109,0,0,0,0,1,0,2
32,84,1,0,4.499809670330265,7.113142108707088,6.68586094706836,6.175867270105761,3.4339872044851463,4.442651256490317,0.6931471805599453,0.0,0.6931471805599453,0.0,0.44289852668577984,0.40210810267043284,-0.22604229663011768,0.8505566745062006,0.6293382086682537,0.36423496197853783,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.22400743692204264,0.22400743692204264,-0.3660002864517716,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6,-0.5099936769625986,13.799003055775447,11.612951779037353,7.933796874815411,1,0,0,0,1,0,1
